,pH,EC,OC,N,P,K,S,Zn,Fe,Cu,Mn,Target,Sub_Target
289,6.9,0.67,0.55,382.25,11.42,164.2,25.86,0.66,7.34,0.32,2.7,0,0
290,7.1,0.68,0.55,382.25,10.32,116.3,14.4,0.7,7.42,0.3,2.72,0,0
291,6.7,0.71,0.51,354.45,14.3,208.6,17.2,0.7,6.18,0.42,4.84,0,0
292,6.7,0.95,0.6,417,28.53,387.69,9.23,0.72,7.18,0.32,1.16,0,1
293,6.9,0.9,0.5,347,25.52,287.69,18.09,0.64,9.44,0.36,0.94,0,1
294,6.8,0.89,0.62,431,19.52,176.32,13.15,0.7,9.56,0.48,0.82,0,0
295,6.8,0.17,0.68,473,24.02,203.17,12.23,0.78,9.5,0.56,0.8,0,0
296,6.4,0.69,0.52,361,21,290.1,10.52,0.68,6.44,0.26,0.92,0,1
297,6.4,0.85,0.66,459,25.52,137.23,14.81,0.76,6.52,0.44,1.22,0,0
298,6.4,0.17,0.7,487,21,193.23,13.18,0.68,8.86,0.3,1.12,0,0
299,6.5,0.16,0.74,514,18.77,208.23,13.82,0.7,8.42,0.32,1.32,0,0
300,6.7,0.8,0.72,500,12.01,167.23,10.86,0.74,6.26,0.34,0.86,0,0
301,6.9,0.78,0.75,521,17.26,193.27,9.4,0.82,6.18,0.46,0.82,0,0
302,7,0.15,0.6,417,23.27,225.23,10.36,0.78,6.46,0.44,0.76,0,0
303,6.5,0.15,0.52,361,15.76,189.63,10.26,0.62,6.64,0.38,0.74,0,0
304,6.3,0.8,0.5,347,18.77,287.63,10.24,0.66,6.72,0.24,1.26,0,1
305,7,0.83,0.66,459,15.76,193.61,10.52,0.68,6.42,0.48,1.26,0,0
306,6.9,0.16,0.7,487,21,287.61,15.26,0.72,6.52,0.56,1.2,0,1
307,6.7,0.16,0.72,500,11.26,139.25,18.21,0.66,6.36,0.44,1.12,0,0
308,7,0.62,0.52,361.4,13.34,169.2,19.1,0.7,6.5,0.44,3.36,0,0
309,6,0.19,0.74,514,11.26,501.75,8.62,0.66,7.48,0.4,1.22,0,1
310,6.2,0.17,0.7,487,13.51,178.27,10.3,0.8,8.54,0.38,0.94,0,0
311,6.4,0.17,0.66,459,18.01,176.32,9.91,0.62,8.6,0.26,0.86,0,0
312,6.3,0.17,0.72,500,10.51,203.14,11.6,0.58,7.76,0.22,1.12,0,0
313,5.42,0.19,0.68,473,24.77,122.35,9.91,0.64,7.28,0.34,1.36,0,0
314,6,0.17,0.75,521,11.26,222.21,17.6,0.74,7.4,0.3,0.9,0,0
315,6.9,0.15,0.64,445,21,287.31,11.6,0.7,9.46,0.28,0.84,0,1
316,6.7,0.17,0.75,521,14.26,289.69,14.6,0.72,9.32,0.44,0.86,0,1
317,5.9,0.17,0.66,459,12.01,193.87,18.9,0.76,7.26,0.26,1.14,0,0
318,4.5,0.18,0.68,473,17.26,287.69,13.3,0.6,7.2,0.2,1.08,0,1
319,5.8,0.19,0.74,514,11.26,465.83,15.5,0.62,6.68,0.36,0.96,0,1
320,5.4,0.19,0.72,500,10.57,387.69,14.6,0.74,6.6,0.32,0.9,0,1
321,5.4,0.16,0.64,445,11.26,287.69,10.3,0.68,6.42,0.2,1.12,0,1
322,5.8,0.15,0.7,487,10.51,387.65,8.62,0.7,6.38,0.26,0.64,0,1
323,5.1,0.19,0.68,473,9.76,287.69,17.2,0.66,7.14,0.42,1.22,0,1
324,5.8,0.19,0.72,500,9,387.63,15.9,0.6,7.36,0.34,1.36,0,1
325,6,0.16,0.74,514,11.26,198.68,13.7,0.74,6.3,0.3,1.44,0,0
326,6.1,0.17,0.7,487,18.01,287.65,12.4,0.72,6.26,0.28,0.96,0,1
327,6.3,0.2,0.66,459,16.51,203.65,15.9,0.68,6.22,0.44,0.82,0,0
328,5.2,0.19,0.6,417,12.76,176.27,20.2,0.62,6.12,0.36,1.24,0,0
329,6.4,0.19,0.66,459,10.51,434.4,18.9,0.86,6.18,0.32,1.3,0,1
330,6,0.17,0.75,521,16.51,287.69,13.3,0.82,6.44,0.28,0.86,0,1
331,5.9,0.15,0.78,542,18.01,386.27,14.6,0.72,8.24,0.22,0.82,0,1
332,6,0.19,0.64,445,9,287.65,24.1,0.8,6.52,0.38,1.2,0,1
333,5.8,0.2,0.72,500,9.76,283.69,15.5,0.84,10.56,0.26,1.18,0,1
334,6.2,0.19,0.76,528,11.26,202.69,17.6,0.62,7.32,0.24,0.92,0,0
335,6.4,0.19,0.64,445,21,287.27,10.3,0.64,6.3,0.44,1.26,0,1
336,6.5,0.2,0.6,417,13.51,153.78,17.6,0.78,6.38,0.4,1.22,0,0
337,6,0.23,0.68,473,19.52,303.27,19.8,0.68,6.44,0.32,0.84,0,1
338,4.8,0.2,0.72,500,18.77,287.69,13.7,0.66,6.52,0.26,0.78,0,1
339,6,0.16,0.74,514,18.01,292.39,9.91,0.6,7.38,0.24,0.82,0,1
340,5.5,0.17,0.72,500,15.76,387.61,11.6,0.76,6.26,0.36,0.86,0,1
341,4.5,0.22,0.75,521,13.51,287.27,10.3,0.74,6.22,0.32,1.12,0,1
342,5,0.71,0.9,487,18.01,269.37,13.7,0.86,6.12,0.36,1.1,0,1
343,6.8,0.22,0.75,521,12.01,387.69,15,0.78,6.38,0.22,1.08,0,1
344,6.5,0.76,0.64,445,21,203.27,11.6,0.68,7.4,0.38,0.86,0,0
345,6.4,0.71,0.66,454,11.26,199.27,13.3,0.6,6.3,0.32,0.74,0,0
346,6,0.23,0.74,514,15.01,205.41,14.6,0.72,8.46,0.24,0.92,0,0
347,6.2,0.68,0.76,528,10.51,386.29,12.9,0.82,8.32,0.28,0.62,0,1
348,6.4,0.19,0.66,459,11.26,473.25,12.9,0.64,7.46,0.36,1.12,0,1
349,6.1,0.1,0.6,417,13.51,287.69,16.3,0.72,7.52,0.3,1.08,0,1
350,6.2,0.53,0.7,487,14.26,389.61,14.6,0.76,6.64,0.28,0.96,0,1
351,6,0.97,0.64,445,18.01,297.53,13.3,0.8,6.32,0.22,0.84,0,1
352,6.2,0.68,0.75,521,17.26,303.69,10.7,0.66,6.3,0.26,0.8,0,1
353,5.8,0.7,0.72,500,12.01,387.25,16.3,0.6,6.28,0.24,0.78,0,1
354,5.3,0.23,0.68,473,18.01,289.71,15.9,0.68,7.3,0.32,0.76,0,1
355,6.4,0.17,0.74,514,21,202.67,11.2,0.62,7.32,0.34,0.82,0,0
356,6.3,0.17,0.76,528,11.26,283.31,13.8,0.7,6.24,0.2,0.92,0,1
357,6.2,0.19,0.78,542,18.01,287.29,14.2,0.66,6.28,0.24,1.22,0,1
358,6.8,0.16,0.75,521,21,303.63,9.48,0.64,6.56,0.26,0.86,0,1
359,6.7,0.19,0.68,480,11.26,179.27,10.3,0.62,6.54,0.32,0.8,0,0
360,7,0.7,0.54,375,11.26,169.27,10.7,0.68,7.42,0.42,1.86,0,0
361,7,0.7,0.6,417,10.51,109.2,21.1,0.72,7.56,0.46,1.72,0,0
362,7.1,0.71,0.52,361.1,12.01,103.53,17.2,0.64,8.62,0.48,1.7,0,0
363,7,0.7,0.56,389,9.76,102.69,13.7,0.72,9.24,0.36,1.42,0,0
364,6.7,0.67,0.58,403.1,10.51,69.51,7.32,0.62,8.36,0.32,1.72,0,0
365,6.6,0.66,0.6,417,11.26,127.3,8.6,0.7,9.1,0.3,0.92,0,0
366,6.9,0.69,0.54,375,9.76,223.16,11.2,0.68,8.88,0.32,1.42,0,0
367,7.1,0.71,0.56,389,7.5,178.23,19.8,0.68,7.1,0.36,1.48,0,0
368,7,0.7,0.66,459,7.5,139.76,14.2,0.72,7.78,0.42,1.36,0,0
369,6.9,0.69,0.52,361.1,9.76,109.23,9.91,0.72,7.42,0.4,1.88,0,0
370,7.1,0.71,0.62,430.1,9,178.23,17.2,0.64,10.62,0.34,1.36,0,0
371,7.3,0.73,0.62,431,8.25,116.13,8.19,0.7,8.62,0.4,1.64,0,0
372,7.8,0.14,0.5,347.5,30.78,305.08,21.7,1.28,7.34,0.28,2.64,0,1
373,7.7,0.16,0.72,500.4,38,383.11,14,0.68,7.42,0.3,2.82,0,1
374,7.7,0.17,0.67,465.65,31.53,384.1,20.1,0.86,7.48,0.32,2.9,0,1
375,7.7,0.14,0.64,444.8,33,405.1,22.5,0.82,6.2,0.34,6.18,0,1
376,7.6,0.13,0.51,354.45,23.27,465.15,17.1,0.86,7.18,0.42,6.22,0,1
377,7.8,0.12,0.89,618.55,38.29,473.15,20.5,1.76,7.72,0.48,7.64,0,1
378,7.7,0.15,0.7,486.5,21.02,417.18,16.14,0.8,7.84,0.42,7.42,0,1
379,7.7,0.16,0.69,479.55,20.27,417.13,19.1,1.7,6.36,0.36,7.54,0,1
380,6.2,0.95,0.6,417,11.26,113.63,9.46,0.68,7.48,0.42,1.94,0,0
381,6.4,0.93,0.52,361,9,178.26,8.19,0.6,7.1,0.44,2.1,0,0
382,7.3,0.72,0.55,382.25,17.74,111.3,13.6,0.7,6.16,0.32,2.84,0,0
383,7.3,0.72,0.55,382.25,17.74,111.3,13.6,0.7,6.16,0.32,2.84,0,0
384,7.2,0.71,0.49,354.43,13.64,169.4,20.6,0.68,7.6,0.34,3.68,0,0
385,7.2,0.71,0.49,354.43,13.64,169.4,20.6,0.68,7.6,0.34,3.68,0,0
386,7.4,0.67,0.54,375,17.7,283.2,13.4,0.68,6.66,0.45,2.72,0,1
387,7.4,0.67,0.54,375,17.7,283.2,13.4,0.68,6.66,0.45,2.72,0,1
388,6.9,0.56,0.5,347.5,11.7,246.48,9.6,0.7,7.58,0.76,4.62,0,1
389,6.9,0.61,0.5,347.5,9.34,228.74,14.02,0.7,9.1,0.8,4.9,0,1
390,7.2,0.53,0.55,382.5,17.54,112.25,11.62,0.78,7.56,0.32,2.76,0,0
391,6.9,0.54,0.51,354.8,16.82,300.83,17.6,0.76,6.6,0.3,2.74,0,1
392,6.9,0.54,0.6,417,24.3,142.55,13.64,0.66,6.84,0.34,2.72,0,0
393,6.9,0.54,0.72,500.4,16.24,304.19,19.44,0.66,7.74,0.34,2.72,0,1
394,6.9,0.55,0.7,486.5,18.36,112.25,16.6,0.7,9.18,0.3,2.64,0,0
395,6.9,0.55,0.7,486.5,18.36,112.25,16.6,0.7,9.18,0.3,2.64,0,0
396,7,0.53,0.51,354.45,22.76,263.1,14.6,0.7,6.64,0.34,2.72,0,1
397,7,0.53,0.51,354.45,22.76,263.1,14.6,0.7,6.64,0.34,2.72,0,1
398,6.9,0.53,0.51,354.45,11.56,197.6,14.05,0.72,7.42,0.4,3.36,0,0
399,6.7,0.14,0.51,354.45,29.28,175.16,18.6,0.7,6.36,0.34,2.34,0,0
400,6.4,0.06,0.72,500,9.76,132.23,11.6,0.62,6.74,0.34,1.42,0,0
401,6.7,0.07,0.68,473,9.5,97.96,14.5,0.6,6.62,0.32,1.36,0,0
402,6.9,0.07,0.7,487,7.5,103.31,11.2,0.74,6.58,0.46,1.58,0,0
403,6.9,0.07,0.7,487,7.5,103.31,11.2,0.74,6.58,0.46,1.58,0,0
404,7,0.01,0.76,528,18.01,104.13,12.4,0.66,6.12,0.39,0.38,0,0
405,7.1,0.07,0.78,542,11.26,176.36,15.5,0.72,7.7,0.3,0.86,0,0
406,6.9,0.07,0.6,445,8.25,197.5,12,0.68,6.4,0.56,1.24,0,0
407,6.7,0.07,0.72,500,6.75,103.21,12.9,0.86,7.22,0.34,0.78,0,0
408,6.7,0.67,0.6,417,6,163.27,12.3,0.88,9.26,0.48,0.76,0,0
409,6.8,0.22,0.75,528,9.76,150,10,0.6,6.2,0.58,2.2,0,0
410,6.7,0.67,0.75,528,6,163.27,12.3,0.88,9.26,0.48,0.76,0,0
411,7.1,0.64,0.53,368,26.2,138,16.8,0.64,7.41,0.36,1.56,0,0
412,6.8,0.07,0.7,487,9,120.2,14.2,0.76,6.3,0.4,1.22,0,0
413,6.8,0.01,0.7,487,9,120.2,14.2,0.75,6.3,0.4,1.22,0,0
414,6.8,0.07,0.78,542,5.75,128.2,20.6,0.74,6.18,0.46,1.18,0,0
415,6.5,0.07,0.8,556,9.76,113.2,18.1,0.82,6.64,0.3,1.44,0,0
416,7,0.07,0.82,570,6,163.2,12.2,0.66,5.46,0.48,0.82,0,0
417,7,0.07,0.76,528,9.76,178.53,16.8,0.62,7.43,0.56,0.78,0,0
418,7,0.07,0.7,487,10.51,207.13,12.4,0.64,6.68,0.34,1.32,0,0
419,6.9,0.01,0.74,514,11.26,103.21,10.3,0.78,6.56,0.44,1.24,0,0
420,7.3,0.07,0.72,500,9,107.32,11.6,0.7,6.48,0.4,0.86,0,0
421,7.3,0.07,0.72,500,9,107.32,11.6,0.7,6.48,0.4,0.86,0,0
422,7.3,0.08,0.68,473,9.76,127.69,13.7,0.66,6.16,0.32,0.8,0,0
423,7.4,0.07,0.6,417,8.25,139.23,16.3,0.68,6.24,0.36,1.12,0,0
424,7.3,0.07,0.66,459,9,103.26,13.3,0.79,6.18,0.42,0.9,0,0
425,7,0.07,0.7,487,9.67,199.23,15,0.7,6.42,0.44,1.32,0,0
426,7,0.08,0.7,487,9.76,199.23,15,0.7,6.42,0.44,1.32,0,0
427,6.9,0.14,0.64,444.8,10.51,287.3,10.5,0.86,7.26,0.44,1.16,0,1
428,7.3,0.15,0.64,444.8,27.77,267.4,9.6,0.68,6.72,0.28,2.74,0,1
429,7.1,0.15,0.6,417,15.01,169.5,16.6,0.92,6.48,0.56,1.48,0,0
430,7.3,0.16,0.7,486.5,18.01,283.1,17.45,1.16,6.22,0.38,1.32,0,1
431,7.4,0.16,0.72,500.4,17.26,263.1,9.45,1.38,6.34,0.52,1.26,0,1
432,7.1,0.17,0.75,521.25,21,169.3,7.4,0.96,8.86,0.4,1.2,0,0
433,7.6,0.17,0.66,458.7,15.76,287.4,13.5,1.24,8.62,0.36,1.38,0,1
434,7.4,0.18,0.74,514.3,18.01,163.5,16.6,1.44,7.6,0.52,1.44,0,0
435,7.7,0.18,0.68,472.6,11.26,287.4,17.8,1.56,7.58,0.44,1.56,0,1
436,7.9,0.19,0.6,417,14.26,169.7,14.32,0.72,7.4,0.36,1.4,0,0
437,8.1,0.19,0.58,403.1,16.51,163.2,12.2,0.86,11.76,0.38,1.42,0,0
438,8.3,0.19,0.5,347.5,15.76,269.3,11.45,1.52,9.18,0.32,1.34,0,1
439,8.5,0.2,0.56,389.2,9,169.4,13.3,1.48,8.6,0.54,1.36,0,0
440,7.9,0.22,0.64,444.8,9.76,287.3,12.45,0.96,7.48,0.46,1.24,0,1
441,7.7,0.24,0.54,375.3,8.25,269.4,11.26,1.4,7.56,0.42,1.22,0,1
442,7.3,0.25,0.52,361.4,7.5,263.1,13.3,1.36,7.5,0.5,1.12,0,1
443,7,0.25,0.6,417,9,293.6,12.42,1.32,6.26,0.32,1.18,0,1
444,7.3,0.26,0.66,458.7,9.76,167.3,15.6,1.24,6.2,0.34,1.36,0,0
445,7.5,0.26,0.62,430.9,17.26,269.3,17.87,1.26,6.66,0.56,1.32,0,1
446,7.6,0.26,0.58,403.1,18.77,167.6,18.08,1.38,6.32,0.44,1.54,0,0
447,7.8,0.27,0.64,444.8,21,287.1,16.5,1.44,7.22,0.4,0.76,0,1
448,6.6,0.15,0.6,417,9,123.6,16.6,0.82,6.36,0.26,1.4,0,0
449,7,0.27,0.56,389.2,18.01,167.3,18.25,1.22,9.28,0.38,1.48,0,0
450,6.8,0.16,0.58,403.1,9.76,287.3,11.25,0.78,6.12,0.34,0.98,0,1
451,7,0.17,0.52,361.4,11.26,167.6,9.45,0.72,7.6,0.28,1.36,0,0
452,7.4,0.18,0.54,375.3,14.26,167.3,6.46,0.64,6.36,0.3,1.38,0,0
453,7.6,0.18,0.56,389.2,10.51,23.1,9.36,1.16,6.46,0.24,0.86,0,0
454,7.8,0.19,0.64,444.8,15.01,163.2,10.25,1.24,6.54,0.32,0.9,0,0
455,7.5,0.2,0.62,430.9,18.01,281.6,11.25,1.18,6.3,0.36,1.32,0,1
456,6.2,0.18,0.76,528,6.75,189.7,12.9,0.94,7.18,0.26,0.72,0,0
457,6,0.16,0.8,556,11.26,196.67,12.1,0.76,6.34,0.42,0.82,0,0
458,6.3,0.2,0.74,514,6.75,269.21,14.2,0.72,6.4,0.4,1.14,0,1
459,6.4,0.17,0.75,521,10.51,179.27,13.3,0.66,6.38,0.38,1.36,0,0
460,6.4,0.17,0.7,487,6.75,222.83,11.6,0.7,6.22,0.24,1.22,0,0
461,6.3,0.16,0.74,514,8.25,200.92,14.2,0.64,6.12,0.28,1.38,0,0
462,6.5,0.17,0.72,500,9,197.69,13.3,0.74,6.54,0.34,0.96,0,0
463,6.2,0.17,0.78,542,10.51,287.63,16.8,0.62,7.22,0.44,0.84,0,1
464,6.9,0.16,0.68,423,9.76,179.6,16.8,0.6,8.28,0.26,0.82,0,0
465,7.3,0.65,0.56,389.2,11.64,169.7,14.4,0.68,7.68,0.34,2.72,0,0
466,6.5,0.77,0.97,474.8,10.2,259.11,0.6,3.51,6.78,0.63,5.25,0,1
467,5.3,0.17,0.7,487,9.76,178.47,11.2,0.74,6.58,0.34,1.12,0,0
468,6.9,0.18,0.66,459,8.25,223.67,17.2,0.86,7.12,0.22,0.96,0,0
469,7,0.18,0.6,417,9,197.63,10.7,0.72,6.64,0.2,0.92,0,0
470,7,0.17,0.72,500,9.76,287.67,9.48,0.68,8.16,0.46,0.84,0,1
471,6.5,0.16,0.64,445,8.25,303.07,15.9,0.84,10.26,0.4,1.26,0,1
472,6.3,0.16,0.74,514,10.51,287.69,17.2,0.62,8.22,0.38,1.22,0,1
473,6.4,0.17,0.75,521,6.75,283.67,10.3,0.66,8.46,0.24,0.8,0,1
474,6.2,0.16,0.7,487,9.76,287.27,17.1,0.64,8.52,0.26,0.82,0,1
475,6.6,0.17,0.72,500,8.25,179.83,18.1,0.82,9.54,0.36,0.96,0,0
476,6,0.17,0.76,528,11.26,287.69,13.3,0.86,7.26,0.22,0.94,0,1
477,4.2,0.17,0.74,514,10.51,222.69,11.3,0.8,6.62,0.24,0.9,0,0
478,6,0.17,0.68,473,10.51,283.27,13.8,0.68,6.12,0.36,1.12,0,1
479,4.5,0.17,0.62,431,9.76,187.69,17.2,0.74,6.44,0.3,1.22,0,0
480,6.5,0.16,0.7,487,9,201.69,16.3,0.86,6.58,0.24,0.86,0,0
481,6.7,0.16,0.72,500,8.25,179.69,9.48,0.7,7.16,0.28,1.2,0,0
482,4.6,0.16,0.75,521,6,287.69,10.7,0.66,6.52,0.32,1.24,0,1
483,6.2,0.16,0.7,487,9.76,187.63,17.1,0.82,7.24,0.22,0.88,0,0
484,6.3,0.17,0.72,500,9,287.63,16.3,0.84,8.62,0.2,0.92,0,1
485,6.3,0.17,0.78,542,8.25,187.69,13.8,0.78,6.28,0.26,0.76,0,0
486,6.8,0.16,0.76,528,6,182.97,14.2,0.62,6.34,0.28,0.74,0,0
487,6.2,0.19,0.75,521,9.76,289.63,9.76,0.66,6.36,0.36,1.1,0,1
488,6,0.16,0.68,473,6,169.27,12.1,0.92,6.56,0.3,0.86,0,0
489,6.7,0.67,0.7,487,10.51,202.69,7.13,0.66,7.26,0.42,1.8,0,0
490,6.4,0.71,0.68,473,11.26,225.22,12.01,0.64,8.52,0.26,1.56,0,0
491,6.2,0.91,0.54,375,10.51,203.69,10.26,0.66,7.7,0.32,1.6,0,0
492,6.9,0.14,0.54,375,11.26,203.61,11.54,0.64,7.66,0.34,1.48,0,0
493,6.3,0.74,0.66,459,13.51,176.27,11.62,0.62,7.14,0.4,1.76,0,0
494,6.4,0.45,0.72,500,10.51,101.69,9.72,0.64,7.48,0.36,2.14,0,0
495,6.8,0.59,0.7,487,15.01,203.17,8.76,0.62,6.32,0.38,1.9,0,0
496,7,0.62,0.74,514,9.76,107.69,23.1,0.66,6.3,0.42,1.96,0,0
497,7.1,0.64,0.68,473,9,202.11,12.6,0.64,7.64,0.4,1.92,0,0
498,7,0.82,0.6,417,9.76,197.51,10.36,0.62,8.6,0.4,1.86,0,0
499,6.9,0.95,0.52,361,11.26,205.61,19,0.66,9.18,0.28,1.82,0,0
500,6.3,0.99,0.56,389,10.51,111.13,7.76,0.64,7.48,0.42,1.92,0,0
501,7.2,0.8,0.54,375,9.76,179.53,9.48,0.64,7.8,0.5,1.72,0,0
502,6.3,0.94,0.52,361.4,5.25,200.1,8.62,0.64,8.7,0.48,1.9,0,0
503,6.2,0.98,0.56,389,7.5,175.2,9.68,0.66,9.1,0.44,1.92,0,0
504,6.1,0.91,0.6,417,6.75,287.6,14.6,0.64,7.42,0.42,1.8,0,1
505,6.2,0.72,0.66,459,6,139.5,11.2,0.66,7.36,0.44,1.82,0,0
506,6.4,0.07,0.52,361,6.75,77.45,10.4,0.66,8.74,0.36,1.72,0,0
507,6.3,0.07,0.58,403,7.5,123.69,16.8,0.72,8.48,0.44,1.72,0,0
508,7,0.08,0.62,431,10.51,169.53,9.62,0.64,7.72,0.4,1.6,0,0
509,6.9,0.07,0.56,389,9.76,113.17,9.91,0.68,9.6,0.42,1.62,0,0
510,6.3,0.07,0.54,375,9.76,101.23,15,0.7,9.62,0.48,1.66,0,0
511,6.7,0.22,0.76,528.2,17.26,281.7,12.4,1.36,7.26,0.4,1.46,0,1
512,6.8,0.22,0.66,458.7,14.26,297.6,12.35,1.28,6.68,0.56,1.36,0,1
513,6.9,0.23,0.62,430.9,21,169.6,11.25,1.18,7.2,0.3,1.38,0,0
514,7.1,0.25,0.72,500.4,17.26,287.6,10,1.32,7.32,0.44,1.22,0,1
515,7.2,0.25,0.64,444.8,11.26,169.3,13.3,1.38,8.46,0.28,1.4,0,0
516,7.4,0.26,0.7,486.5,12.01,287.1,16.6,0.72,6.3,0.42,1.24,0,1
517,7.6,0.26,0.64,444.8,12.76,223.1,17.4,0.88,6.4,0.36,1.34,0,0
518,7,0.14,0.74,514.3,21,167.1,13.4,1.22,6.12,0.52,1.46,0,0
519,7.2,0.14,0.7,486.5,11.26,287.6,11.26,1.18,6.38,0.38,1.38,0,1
520,7.4,0.16,0.74,514.3,15.76,169.3,12,1.36,6.42,0.46,1.42,0,0
521,7.5,0.16,0.76,528.2,18.01,287.1,13.26,1.3,6.58,0.3,1.26,0,1
522,7.7,0.16,0.72,500.4,12.76,167.3,14.45,0.78,7.24,0.54,1.2,0,0
523,6.5,0.16,0.72,500,8.25,179.83,11.26,0.86,7.26,0.32,0.78,0,0
524,7.6,0.13,0.66,458.7,33.78,27.18,9.6,0.92,6.3,0.34,6.18,0,0
525,7.7,0.14,0.56,389.2,31.53,90.92,15.9,0.68,5.24,0.32,6.7,0,0
526,7.6,0.15,0.66,458.7,20.27,93.17,17.2,0.8,5.54,0.34,6.6,0,0
527,6.8,0.13,0.98,681.1,38.29,122.11,15.6,1.32,6.36,0.28,7.18,0,3
528,7.2,0.12,0.55,382.25,32.06,159.39,13.79,1.3,6.66,0.32,7.36,0,0
529,6.6,0.16,0.55,382.25,28.23,87.12,20.6,0.72,6.2,0.36,6.48,0,0
530,7.1,0.13,0.59,410.05,19.52,88.14,9.9,0.86,6.64,0.54,7.54,0,0
531,7.4,0.12,0.72,500.4,23.27,37.18,17.4,0.9,6.94,0.4,6.18,0,0
532,7.8,0.16,0.67,465.65,21.77,39.18,18.1,1.2,6.74,0.38,6.62,0,0
533,7.5,0.11,0.58,403.1,14.26,169.2,12.8,0.68,9.52,0.26,2.8,0,0
534,7.8,0.15,0.74,514,9.76,228.13,10.3,0.64,7.14,0.42,1.26,0,0
535,7.6,0.1,0.64,445,8.25,179.13,8.65,0.72,7.26,0.36,0.88,0,0
536,7.7,0.96,0.72,500,7.5,168.23,9.91,0.56,6.68,0.44,1.12,0,0
537,7.5,0.96,0.7,487,9.76,149.23,9.05,0.74,5.56,0.32,0.86,0,0
538,7.7,0.95,0.75,521,9,167.69,8.62,0.7,6.62,0.4,0.92,0,0
539,7.4,0.19,0.66,459,7.5,138.23,10.7,0.68,6.82,0.28,0.84,0,0
540,7.6,0.2,0.58,403,11.26,127.69,15.5,0.62,5.6,0.32,0.72,0,0
541,7.2,0.19,0.65,451,9.76,138.63,14.6,0.66,7.34,0.26,0.96,0,0
542,7.6,0.2,0.6,417,8.25,105.23,10.3,0.72,7.46,0.24,0.8,0,0
543,7.1,0.1,0.68,473,9.76,89.76,6.89,0.58,7.28,0.2,0.82,0,0
544,7.7,0.18,0.62,431,8.25,123.27,13.3,0.6,7.2,0.26,0.74,0,0
545,7.2,0.2,0.54,375,7.5,111.23,12.5,0.66,6.22,0.34,0.84,0,0
546,7.6,0.2,0.56,389,11.26,109.27,10.7,0.56,5.4,0.38,0.94,0,0
547,7.4,0.18,0.52,361,10.51,105.23,12.9,0.78,5.44,0.24,0.96,0,0
548,7.7,0.2,0.52,403.1,12.01,103.69,11.2,0.82,6.28,0.22,1.34,0,0
549,7.2,0.17,0.72,500,9.76,125.69,12.9,0.66,6.34,0.46,1.18,0,0
550,7.6,0.18,0.64,445,7.5,139.23,12.4,0.62,6.56,0.48,1.2,0,0
551,7.1,0.18,0.7,487,8.25,127.23,12.06,0.66,6.3,0.4,1.22,0,0
552,7.4,0.18,0.75,521,9,159.63,8.62,0.68,6.54,0.28,0.86,0,0
553,7.6,0.18,0.62,431,8.25,127.31,9.91,0.7,7.28,0.26,1.12,0,0
554,7.3,0.17,0.74,514,7.5,139.27,12.9,0.72,7.1,0.32,1.36,0,0
555,7.6,0.18,0.68,473,9.76,203.27,13.7,0.56,7.16,0.34,0.86,0,0
556,7.7,0.18,0.64,445,8.25,169.27,9.05,0.74,6.36,0.28,0.82,0,0
557,7.5,0.18,0.54,375,8.25,105.69,13.7,0.78,6.48,0.38,1.38,0,0
558,7.2,0.17,0.72,500,10.51,203.17,12.9,0.82,6.4,0.24,1.44,0,0
559,6.9,0.17,0.66,459,8.25,129.69,7.75,0.66,5.62,0.36,1.46,0,0
560,7.1,0.17,0.54,375,6.75,137.69,11.2,0.8,5.68,0.32,1.48,0,0
561,7.3,0.17,0.6,417,6,169.27,9.91,0.76,6.46,0.3,1.32,0,0
562,7.5,0.18,0.62,431,7.5,203.69,8.18,0.78,5.32,0.34,1.12,0,0
563,7,0.17,0.68,473,9.76,105.23,9.91,0.64,4.2,0.48,1.36,0,0
564,7.6,0.76,0.7,487,9.76,169.27,13.3,0.86,7.2,0.46,0.48,0,0
565,7.4,0.74,0.72,500,6.75,281.09,12.9,0.8,6.44,0.38,1.16,0,1
566,7.2,0.91,0.74,514,8.25,111.27,15,0.74,6.52,0.32,0.94,0,0
567,7.5,0.93,0.64,445,9,109.2,14.6,0.72,6.68,0.44,0.9,0,0
568,6.8,0.69,0.58,403,7.5,129.23,8.62,0.82,6.6,0.36,0.76,0,0
569,7,0.71,0.52,361,9.76,203.69,10.3,0.84,7.24,0.52,0.78,0,0
570,7.3,0.7,0.6,417,6.75,176.29,12.06,0.64,6.62,0.32,0.84,0,0
571,6.9,0.68,0.68,473,6,287.69,10.7,0.66,6.56,0.56,1.26,0,1
572,7,0.7,0.72,500,5.25,149.23,8.62,0.68,7.44,0.42,1.16,0,0
573,7.5,0.75,0.56,389,7.5,127.69,10.3,0.6,7.48,0.38,0.88,0,0
574,7.4,0.96,0.54,375,9.5,139.27,9.05,0.7,6.58,0.26,0.56,0,0
575,7.2,0.74,0.64,445,6.75,176.23,12.9,0.78,6.56,0.32,0.86,0,0
576,6.7,0.66,0.66,459,11.26,127.23,12.06,0.66,6.12,0.56,1.28,0,0
577,6.9,0.64,0.7,487,10.51,169.03,8.62,0.64,6.32,0.48,1.34,0,0
578,6.5,0.62,0.75,521,12.01,203.21,12.4,0.6,6.28,0.42,0.76,0,0
579,6.9,0.65,0.74,514,9.76,179.69,9.05,0.58,6.44,0.4,0.96,0,0
